p_x,p_y,p_val
14.09485620000001,18.67579999999691,0.6497920395572989
14.091172099999994,12.824899999998252,0.6632366611942225
14.0931183,15.584700000005114,0.6710480974314247
14.095571299999989,18.676200000001586,0.6812429435892512
14.091402500000001,12.824399999999514,0.6912837935774521
14.091132799999997,7.777099999998427,0.6948658788585806
14.091903400000007,17.881399999993164,0.7009128557780776
14.090862999999999,7.77719999999249,0.7050276166799551
14.091757999999999,17.8810000000027,0.7083959803695942
14.0940497,15.584399999994503,0.7137636182981474
14.091599299999999,9.496699999999691,0.7376741609115572
14.094873500000006,15.959199999997509,0.7392807108570203
14.0929048,4.506599999999139,0.7396348387608996
14.089767999999992,18.692000000001485,0.742226230118535
14.090246199999996,14.37310000000025,0.742420278972956
14.095145099999996,7.2983000000022,0.744852586176723
14.091355300000004,17.963600000001634,0.748649088705164
14.093010899999996,13.931900000002884,0.7491015086023859
14.1077856,2.470299999998815,0.7535727363216714
14.091329599999995,10.481900000002042,0.7558229784457143
14.094301000000002,6.578500000003373,0.7654092163215047
14.092028499999998,12.970499999994445,0.7670351774241357
14.092752899999994,14.171300000000997,0.7686225383630029
14.089630099999994,8.985600000002592,0.7712143873294552
14.094495999999992,10.624899999996273,0.7714075766526385
14.092997800000006,13.932400000001621,0.7730183394748922
14.093553799999995,13.932199999999284,0.7747966528284346
14.094383300000004,7.297699999995189,0.7749050895021959
14.091816600000001,17.15009999999495,0.7768236629478474
14.091836400000005,17.15009999999495,0.7768279133565161
14.09090119999999,10.481999999996106,0.7776358322082014
14.0930678,15.873299999995538,0.7785629607817134
14.094063300000002,9.62069999999926,0.7789515495563394
14.094111499999997,9.62069999999926,0.7789515495563394
14.092040800000007,9.496799999993755,0.7790136692851894
14.092695399999997,17.035300000003417,0.7826834064578484
14.092354999999998,4.506000000006338,0.7830874348855836
14.092807100000002,17.035300000003417,0.7831227395556283
14.090622300000007,14.91049999999916,0.7834715343056479
14.090657800000002,5.757000000002677,0.7848246183802897
14.095123700000002,6.623099999998772,0.7851940760846151
14.090710299999998,14.794800000004216,0.7873943687494401
14.090686599999998,6.822299999996062,0.7895483576546019
14.092635599999994,13.136399999993387,0.7901952935443872
14.08928449999999,8.985499999994317,0.7905845683473594
14.095531899999997,7.108099999996398,0.7907489444226741
14.091900299999992,17.14979999999855,0.7921000669254137
14.093427899999995,19.01959999999292,0.7935467487330983
14.091959000000003,5.100699999999847,0.7963746696665351
14.093630399999995,13.04269999999974,0.7997854597322518
14.093051500000001,5.176199999993969,0.7997867952793554
14.09166590000001,6.822499999998399,0.7999332337021885
14.09053209999999,6.822900000003074,0.7999332337021885
14.092124399999989,5.100600000005784,0.8005351883364235
14.095714399999991,6.623500000003446,0.803936236227921
14.09374170000001,15.8727999999968,0.8041077891388803
14.093886999999995,13.626000000002136,0.8054501520775456
14.094071499999998,13.6257999999998,0.8054501520775456
14.094709899999998,16.021300000005567,0.8058272151977862
14.097021900000001,18.798000000003867,0.8063741422426497
14.09264619999999,9.015899999994303,0.8071057939980754
14.090437000000009,14.373800000001324,0.807865229424917
14.090638299999995,14.909799999998086,0.8092551066546401
14.093612500000006,13.424700000001621,0.8102077903299292
14.093525200000002,13.424599999993347,0.8102077903299292
14.090298700000005,14.794699999995942,0.8105470047315227
14.091983200000001,15.199600000002533,0.8111666867433035
14.090429900000004,11.251799999996592,0.8121312937641175
14.097847999999999,4.102000000003159,0.8136634629243827
14.092431199999993,15.251300000002743,0.8138823867843205
14.092399700000001,15.251300000002743,0.8140185570444872
14.09088109999999,19.22129999999811,0.8141850999866049
14.090854000000007,9.265999999996666,0.8145716212338213
